time_s,from_AP,to_AP,SNR_new_dB,BER_new,Reff_new_Mbps,ho_time_est_s
0.000000,none,8,7.495902,0.008888,0.000237,3.370924
0.100000,8,9,8.218357,0.005000,0.005440,0.147056
1.800000,9,none,0.000000,0.500000,0.000000,0.000000
5.700000,none,15,4.511554,0.046378,0.000000,inf
6.200000,15,none,0.000000,0.500000,0.000000,0.000000
11.200000,none,15,4.738803,0.042210,0.000000,2668799779182.516113
12.300000,15,none,0.000000,0.500000,0.000000,0.000000
16.600000,none,16,4.963745,0.038291,0.000000,98037542908.745499
19.300000,16,none,0.000000,0.500000,0.000000,0.000000
23.300000,none,16,5.076615,0.036404,0.000000,20407135099.951271
25.400000,16,17,6.932801,0.013160,0.000007,106.769154
25.600000,17,16,6.946289,0.013043,0.000008,97.159970
28.500000,16,none,0.000000,0.500000,0.000000,0.000000
28.600000,none,16,4.414380,0.048223,0.000000,inf
30.400000,16,none,0.000000,0.500000,0.000000,0.000000
32.000000,none,10,4.514675,0.046319,0.000000,inf
34.100000,10,9,7.982356,0.006092,0.002260,0.353919
38.000000,9,none,0.000000,0.500000,0.000000,0.000000
40.200000,none,9,5.299336,0.032838,0.000000,1062984511.092346
41.200000,9,none,0.000000,0.500000,0.000000,0.000000
42.800000,none,9,4.729036,0.042385,0.000000,3002399751580.330566
44.000000,9,none,0.000000,0.500000,0.000000,0.000000
49.100000,none,9,5.359733,0.031907,0.000000,492459056.313664
52.500000,9,10,5.065977,0.036579,0.000000,23617697160.907223
54.800000,10,none,0.000000,0.500000,0.000000,0.000000
56.000000,none,10,4.498462,0.046624,0.000000,inf
58.000000,10,none,0.000000,0.500000,0.000000,0.000000
63.500000,none,16,5.158927,0.035061,0.000000,6701785159.777523
65.500000,16,none,0.000000,0.500000,0.000000,0.000000
69.000000,none,16,5.247002,0.033657,0.000000,2093358725.173666
69.100000,16,none,0.000000,0.500000,0.000000,0.000000
72.700000,none,16,5.716385,0.026731,0.000000,6914908.664492
74.300000,16,none,0.000000,0.500000,0.000000,0.000000
76.200000,none,10,4.989150,0.037862,0.000000,68626280036.121841
76.900000,10,none,0.000000,0.500000,0.000000,0.000000
77.900000,none,9,4.708017,0.042762,0.000000,4003199668773.773438
78.100000,9,none,0.000000,0.500000,0.000000,0.000000
80.700000,none,16,4.754312,0.041933,0.000000,2001599834386.886719
85.200000,16,none,0.000000,0.500000,0.000000,0.000000
87.600000,none,15,4.380788,0.048869,0.000000,inf
89.100000,15,16,6.427336,0.018046,0.000000,5664.645486
91.700000,16,none,0.000000,0.500000,0.000000,0.000000
96.400000,none,15,4.541482,0.045817,0.000000,inf
97.400000,15,none,0.000000,0.500000,0.000000,0.000000
97.600000,none,15,5.242044,0.033735,0.000000,2233305254.546039
100.500000,15,16,6.902782,0.013421,0.000006,131.985884
101.100000,16,none,0.000000,0.500000,0.000000,0.000000
103.900000,none,9,4.615282,0.044450,0.000000,24019198012642.644531
106.200000,9,10,4.990811,0.037834,0.000000,66905844046.358345
107.000000,10,9,6.234396,0.020190,0.000000,32545.901650
116.500000,9,none,0.000000,0.500000,0.000000,0.000000
119.100000,none,16,5.781667,0.025843,0.000000,3333820.701725
