time_s,from_AP,to_AP,SNR_new_dB,BER_new,Reff_new_Mbps,ho_time_est_s
0.000000,none,8,7.495902,0.008888,0.000237,3.370924
0.100000,8,9,9.408361,0.001568,0.085479,0.009359
0.600000,9,none,0.000000,0.500000,0.000000,0.000000
1.900000,none,15,4.511554,0.046378,0.000000,inf
2.100000,15,none,0.000000,0.500000,0.000000,0.000000
3.800000,none,15,6.137115,0.021331,0.000000,82643.015788
4.100000,15,none,0.000000,0.500000,0.000000,0.000000
5.600000,none,16,7.918795,0.006414,0.001744,0.458753
6.500000,16,none,0.000000,0.500000,0.000000,0.000000
7.800000,none,16,6.332426,0.019081,0.000000,13168.617182
8.500000,16,17,7.272486,0.010442,0.000068,11.831995
8.600000,17,16,9.973946,0.000809,0.157069,0.005093
9.500000,16,none,0.000000,0.500000,0.000000,0.000000
9.600000,none,16,6.086811,0.021936,0.000000,135610.758589
10.200000,16,none,0.000000,0.500000,0.000000,0.000000
10.700000,none,10,5.374938,0.031675,0.000000,406608850.430706
11.400000,10,9,8.727385,0.003154,0.023960,0.033389
12.700000,9,none,0.000000,0.500000,0.000000,0.000000
13.400000,none,9,5.299336,0.032838,0.000000,1062984511.092346
13.800000,9,none,0.000000,0.500000,0.000000,0.000000
14.300000,none,9,5.845498,0.024993,0.000000,1658648.997896
14.700000,9,none,0.000000,0.500000,0.000000,0.000000
16.400000,none,9,6.673609,0.015536,0.000001,734.494831
17.500000,9,10,5.065977,0.036579,0.000000,23617697160.907223
18.300000,10,none,0.000000,0.500000,0.000000,0.000000
18.700000,none,10,6.039994,0.022510,0.000000,216796.140610
19.400000,10,none,0.000000,0.500000,0.000000,0.000000
21.200000,none,16,6.655577,0.015711,0.000001,847.001487
21.900000,16,none,0.000000,0.500000,0.000000,0.000000
23.000000,none,16,5.247002,0.033657,0.000000,2093358725.173666
23.100000,16,none,0.000000,0.500000,0.000000,0.000000
24.300000,none,16,8.328212,0.004545,0.007839,0.102049
24.800000,16,none,0.000000,0.500000,0.000000,0.000000
25.400000,none,10,4.989150,0.037862,0.000000,68626280036.121841
25.700000,10,none,0.000000,0.500000,0.000000,0.000000
26.000000,none,9,5.193908,0.034500,0.000000,4207251359.720204
26.100000,9,none,0.000000,0.500000,0.000000,0.000000
26.900000,none,16,4.754312,0.041933,0.000000,2001599834386.886719
28.400000,16,none,0.000000,0.500000,0.000000,0.000000
29.200000,none,15,4.380788,0.048869,0.000000,inf
29.700000,15,16,6.427336,0.018046,0.000000,5664.645786
30.600000,16,none,0.000000,0.500000,0.000000,0.000000
32.200000,none,15,5.185441,0.034635,0.000000,4706877917.429482
32.500000,15,none,0.000000,0.500000,0.000000,0.000000
32.600000,none,15,8.225201,0.004971,0.005570,0.143634
33.500000,15,16,6.902782,0.013421,0.000006,131.985883
33.700000,16,none,0.000000,0.500000,0.000000,0.000000
34.700000,none,9,7.640823,0.007973,0.000496,1.611731
35.400000,9,10,4.990811,0.037834,0.000000,66905844046.358345
35.700000,10,9,7.747290,0.007347,0.000823,0.972379
38.900000,9,none,0.000000,0.500000,0.000000,0.000000
39.700000,none,16,5.781667,0.025843,0.000000,3333820.701725
41.200000,16,none,0.000000,0.500000,0.000000,0.000000
41.900000,none,10,6.255202,0.019951,0.000000,26782.592659
42.200000,10,none,0.000000,0.500000,0.000000,0.000000
43.400000,none,16,6.440987,0.017901,0.000000,5030.460894
43.900000,16,17,7.038943,0.012263,0.000015,51.640082
44.500000,17,16,6.133027,0.021380,0.000000,86007.756027
44.600000,16,17,7.141348,0.011439,0.000030,26.506379
45.100000,17,none,0.000000,0.500000,0.000000,0.000000
45.600000,none,11,5.991631,0.023112,0.000000,354957.561835
